ssn,fname,minit,lname,bdate,address,sex,salary,superssn,dno
957946858,Donald,T,Martinez,1967-06-16,8679 Cedar Ln,M,120032.58,,8
628786900,Matthew,W,Martinez,1994-10-14,8387 Lincoln Blvd,M,61615.12,,38
718487909,Dorothy,G,Lopez,1984-01-06,2079 Washington Rd,F,116571.02,,10
897815003,Amanda,P,Wilson,1957-11-19,1081 Oak Ave,F,146988.71,,48
571622115,Donald,J,Williams,1970-08-17,4475 Main Dr,M,94135.88,,20
506286844,Lisa,K,Rodriguez,1966-12-01,9485 Washington St,M,98310.53,,41
615100796,Robert,E,Wilson,1959-07-22,6283 Oak St,F,76223.38,,31
210535261,Charles,A,Roberts,1987-05-19,3285 Main Dr,M,44044.1,,16
434178367,Joshua,C,Davis,1988-11-25,9521 Cedar Ave,F,49359.73,,27
957066684,Patricia,S,Nelson,1988-09-15,5292 Cedar Dr,F,138439.04,,23
898722372,Betty,H,Lewis,1958-10-05,3370 Oak St,F,29214.42,,29
584471226,Jessica,P,Miller,1955-11-05,9822 Oak Ct,M,85269.44,,31
365594731,Kevin,P,Gonzalez,1985-12-26,1788 Park Blvd,M,149031.72,,39
191324301,Donna,T,Carter,1958-08-09,6999 Park Blvd,M,60932.04,,28
206948671,Christopher,S,Hill,1989-02-06,3358 Park Ct,M,25167.81,,35
596790858,Anthony,G,Ramirez,1974-04-03,5244 Lake Rd,F,99524.13,,24
619416877,Matthew,S,Hill,1966-10-23,8406 Park Rd,M,110709.93,,39
667952106,Jennifer,S,Campbell,1993-12-10,7096 Lake Ln,F,88300.86,,41
497340190,Michael,H,Allen,1961-09-23,6509 Maple Ln,M,143711.69,,33
584830817,Brian,A,Hill,1958-09-12,9348 Lake Ave,F,57149.37,,13
108528676,Barbara,D,Jackson,1979-03-19,6641 Elm Dr,F,133640.66,,44
170629479,Christopher,F,Williams,1971-10-20,8322 Oak Rd,F,140803.93,,27
148057234,Barbara,E,Hill,1970-10-22,4330 Washington Rd,M,142235.46,,43
848065282,Sandra,M,Hall,1991-07-27,262 Park Dr,M,113954.08,,39
957856711,Patricia,H,Taylor,1990-07-10,6045 Elm Dr,F,70501.23,,27
616197305,Deborah,L,Mitchell,1979-04-13,3118 Oak Ln,M,29585.05,,3
905935956,Paul,D,Williams,1978-01-20,2609 Main Blvd,M,74544.44,,9
798423334,Karen,W,Roberts,1985-08-14,9807 Cedar Ln,M,116458.65,,1
824132709,Timothy,G,Lopez,1994-11-13,7107 Park Ln,M,72108.32,,8
120096765,Lisa,H,Nelson,1983-12-19,6910 Park Way,M,24247.04,,43
328549652,Michael,F,Roberts,1968-05-11,5929 Oak Way,M,76711.26,,8
702806585,Christopher,H,Adams,1959-11-27,7706 Cedar Way,M,61183.02,,1
146075055,Lisa,J,Torres,1982-05-13,1150 Main Dr,M,126984.87,,11
273822919,Margaret,L,Smith,1991-08-16,5734 Pine Way,F,149050.84,,31
227254987,Anthony,S,Smith,1987-01-12,6749 Park Ln,F,129386.5,,27
603256458,Joshua,F,Jones,1977-11-18,3803 Maple St,M,55695.48,,29
599100469,Emily,P,Jones,1985-01-14,3929 Oak Rd,M,52021.09,,37
235601470,Christopher,E,Carter,1992-07-21,7420 Elm Dr,F,105964.97,,19
436889280,Susan,R,Wright,1976-09-12,4431 Lake Ct,M,48720.12,,1
595918162,David,H,Campbell,1979-01-05,4943 Cedar Way,F,120321.24,,29
454617185,Carol,C,Lewis,1978-02-18,3220 Oak Rd,F,107577.35,,40
824722131,Timothy,A,Robinson,1976-12-19,8790 Park Ct,F,65814.19,,42
930178643,Ashley,R,Martinez,1957-06-03,7334 Elm St,F,46464.65,,34
407699378,Karen,W,Lee,1983-11-04,4567 Main Blvd,F,34879.85,,41
418092217,Joseph,M,Lopez,1974-01-23,8851 Main Rd,M,127943.62,,1
294420172,Matthew,B,Hernandez,1991-03-11,4352 Washington Way,M,136155.38,,13
750072069,Sandra,D,Hall,1962-11-21,9133 Pine Way,F,121047.39,,1
158141154,Kimberly,P,Walker,1989-01-17,5789 Washington Blvd,F,146945.94,,46
250796657,Margaret,D,Campbell,1992-11-05,3472 Lincoln Blvd,F,118876.0,,2
744053238,Linda,L,Perez,1992-12-13,3965 Washington Dr,M,33885.82,,15
730993734,Amanda,L,Hill,1984-03-10,6495 Washington Ln,F,123968.16,,12
925183459,Lisa,L,White,1979-02-25,7101 Park Ave,F,81206.19,,9
337342839,Anthony,K,Moore,1958-09-19,2969 Washington Ct,M,146397.73,,43
379172394,Nancy,K,Hall,1983-06-26,7478 Cedar Rd,M,118971.96,,11
527735336,Donald,W,Miller,1964-08-24,8286 Park Blvd,M,29773.21,,12
326809000,Lisa,P,Garcia,1976-07-21,3047 Washington Blvd,F,60441.97,,45
403959566,Barbara,A,Lee,1993-06-11,6786 Maple Ct,F,100849.13,,12
866213410,Nancy,S,King,1984-03-20,8546 Main Ln,F,24875.06,,1
251857566,Daniel,K,Adams,1980-03-20,1488 Cedar Way,F,44395.54,,1
919505668,Carol,C,Martin,1982-12-28,4009 Oak Dr,M,140201.61,,9
923896371,Charles,E,Baker,1986-11-18,6781 Maple Way,M,98279.75,,10
267472502,Margaret,D,Thompson,1990-04-18,9278 Main Ave,F,106608.68,,42
555504789,Richard,J,Miller,1961-02-12,9982 Maple St,M,56686.9,,36
604544144,Michael,P,Campbell,1974-05-11,5765 Washington Ave,F,84196.42,,5
617110588,Sandra,P,Davis,1990-12-19,5056 Pine Ct,M,67347.21,,27
946892378,Andrew,H,Hernandez,1983-02-26,647 Cedar St,F,53946.6,,8
373962951,Jessica,A,Jones,1965-01-09,8007 Elm Dr,F,138967.42,,12
317124660,Jessica,J,Jackson,1978-01-11,7104 Washington Ln,M,123671.7,,41
770529419,George,L,Torres,1957-01-03,844 Lake Rd,M,43008.77,,1
100265072,Christopher,C,Brown,1963-09-26,7303 Washington Ct,F,59332.58,,50
131626098,David,S,Carter,1969-01-01,8519 Washington Way,F,28138.65,,5
159091919,Joshua,G,Nguyen,1988-04-26,4653 Pine St,M,89993.6,,30
229048667,Thomas,G,Roberts,1972-07-18,2540 Pine Rd,F,101385.37,,4
904330243,Sarah,G,King,1976-11-23,3047 Maple St,M,128119.63,,2
245926081,James,K,Robinson,1988-08-22,6571 Park Way,F,145073.64,,35
742896798,Timothy,B,Rivera,1969-08-04,6907 Elm Way,M,91828.23,,34
275295596,Anthony,D,Wright,1994-07-06,9302 Park Ct,F,109695.28,,17
745883049,Stephanie,F,Lopez,1956-11-16,2057 Maple Ave,M,142999.13,,38
473587211,Sandra,P,Davis,1969-12-21,9968 Oak Way,M,59621.84,,4
751325257,Sandra,G,Wright,1967-12-10,6637 Maple Ct,F,59681.21,,1
757133384,Kenneth,H,Garcia,1984-04-09,2864 Oak Way,F,98051.06,,11
462661837,Emily,E,Torres,1986-06-22,893 Oak Ave,F,22116.58,,12
615309123,Paul,S,Gonzalez,1955-05-27,9190 Washington Blvd,F,108955.26,,22
720073011,Margaret,A,Hernandez,1987-03-10,9878 Park Dr,M,36885.81,,23
316822839,Ashley,C,Taylor,1975-12-21,2786 Elm Ave,M,111809.47,,42
549017351,Joshua,J,Lee,1978-11-04,5306 Park Way,M,131677.36,,33
102399064,Deborah,N,Wilson,1974-11-17,680 Lincoln Ct,M,66246.73,,41
375799180,George,C,Ramirez,1962-04-19,4375 Cedar Dr,M,68650.73,,32
899136531,Michelle,K,Moore,1990-06-17,6463 Main Dr,F,63483.15,,22
472467580,David,G,Campbell,1991-02-01,2544 Lake Blvd,F,106321.09,,7
274497626,James,B,Lopez,1990-04-20,4925 Park Blvd,M,37585.14,,11
155424086,John,G,Martin,1979-09-14,1725 Washington Dr,M,81735.85,,11
722052543,Joshua,A,Lewis,1972-11-16,2438 Lake Way,F,96734.54,,21
306054135,Linda,T,Miller,1994-06-28,8942 Park Dr,F,120143.07,,44
574619461,Joshua,B,Nelson,1987-04-25,3547 Maple St,M,143316.62,,23
454537802,Margaret,D,Wilson,1968-01-08,459 Pine Dr,F,73077.89,,30
675151857,James,J,Thomas,1973-02-13,5703 Elm Blvd,F,60803.46,,15
329938696,George,A,Gonzalez,1980-05-13,8872 Lincoln Ave,M,123558.23,,10
761191133,George,W,Lee,1961-12-20,3687 Lake Dr,M,80062.25,,12
279187532,Betty,F,Taylor,1961-10-22,1989 Pine St,M,131629.57,,2
374377213,Lisa,C,Carter,1970-05-07,2725 Lincoln Ln,F,122611.26,,19
124646738,Emily,L,Carter,1969-03-26,6379 Pine St,M,31853.11,,49
769189920,Christopher,R,Walker,1976-12-06,4847 Cedar Ave,M,137106.22,,11
458687918,Mary,F,Taylor,1959-03-22,259 Lake Ln,F,95810.65,,33
498784578,Ashley,B,Perez,1960-03-02,4466 Washington Ave,F,43608.49,,18
180341870,Andrew,P,Baker,1982-06-27,5344 Pine Dr,M,124354.27,,33
199689379,Carol,N,Smith,1964-06-06,3617 Lake Rd,M,38449.09,,48
745268953,Brian,N,Hernandez,1980-04-07,5248 Maple Way,F,52339.54,,20
625579419,Kimberly,L,Hill,1979-10-13,9717 Elm Ln,F,129917.31,,41
103282854,Sandra,R,Hernandez,1958-01-24,7616 Park Rd,M,73742.57,,20
500834337,Brian,E,Allen,1979-07-20,2358 Lake Way,F,44147.98,,42
367080413,Ashley,E,Miller,1989-09-12,6860 Washington Way,F,58880.99,,17
968545231,Deborah,A,Jackson,1986-02-05,8383 Elm Rd,F,37230.04,,19
837071174,Patricia,E,Martinez,1991-05-03,4166 Elm Way,M,112055.71,,1
625726985,Ashley,M,Brown,1993-11-12,4234 Washington Ln,F,119688.39,,3
834776489,Lisa,H,King,1982-05-19,881 Park Ave,M,86743.89,,34
895494178,William,B,Thomas,1967-05-15,4896 Main Rd,F,47028.6,,8
833084825,Sarah,J,Martinez,1978-08-23,6125 Cedar St,M,129391.49,,44
484315640,Melissa,P,Jackson,1965-01-18,8232 Pine Ct,F,50485.68,,2
115643227,Barbara,R,White,1955-01-01,3587 Oak Ln,F,118770.4,,27
300341906,Mark,B,Taylor,1983-08-09,3806 Cedar St,M,117790.57,,44
235914506,Karen,J,Walker,1967-02-12,9135 Cedar Ct,F,76688.06,,27
224369980,Sarah,K,Scott,1955-09-15,3279 Maple Rd,M,81995.29,,44
916384252,Charles,C,Jones,1989-05-21,1636 Pine Ln,M,144779.77,,24
578600641,Robert,N,Hill,1970-09-11,9426 Lincoln Ct,F,94897.26,,49
802506364,Amanda,S,Jackson,1989-01-28,1861 Washington Blvd,F,41825.24,,1
107827850,Melissa,P,Hall,1989-12-12,4101 Park St,F,145404.16,,45
859417815,Sandra,J,Young,1960-03-09,6676 Pine Dr,F,148132.68,,42
852467956,Emily,K,Campbell,1975-06-01,4683 Park Blvd,F,78004.58,,15
732113521,Christopher,D,Williams,1955-04-24,376 Lincoln Way,M,20456.08,,19
746705600,Matthew,C,Sanchez,1971-03-08,6635 Elm St,M,41182.29,,27
681544961,Betty,R,Smith,1995-09-13,3139 Oak Ln,M,61690.23,,6
789549602,Kenneth,S,Lee,1971-07-04,9942 Main Rd,M,70221.25,,42
809535264,Deborah,R,Moore,1995-09-26,7206 Lake St,M,67355.71,,11
909620527,Paul,A,Campbell,1961-04-17,7877 Maple Blvd,F,107558.34,,8
164858272,Michelle,P,Garcia,1983-01-24,1545 Maple Ln,M,93996.15,,48
933704981,Anthony,E,Hill,1971-05-11,5242 Elm Ave,F,74732.94,,11
714109940,Joshua,W,King,1957-09-04,7499 Lincoln St,M,87431.34,,27
995092299,David,S,Harris,1955-03-12,675 Park Blvd,F,34108.17,,50
334506153,Robert,J,Rivera,1978-09-10,3199 Cedar Ln,F,70425.22,,7
786980352,Mary,E,Clark,1969-11-05,5952 Lincoln St,M,95085.95,,46
511582876,James,B,Wright,1967-12-12,330 Maple Dr,M,107977.26,,42
666820349,Sandra,A,Thomas,1986-03-04,8377 Washington St,M,46342.65,,5
462943972,Michael,N,Martinez,1965-06-19,4083 Washington Rd,M,20044.63,,38
755058332,Jennifer,H,Walker,1995-12-22,1379 Park Rd,M,137466.09,,36
109815572,Jessica,T,Robinson,1978-01-20,8016 Lincoln St,M,89187.62,,28
365147627,John,J,Perez,1995-04-02,6434 Lake Dr,F,113494.26,,34
314517837,Christopher,E,Jackson,1959-01-07,9563 Lincoln Ct,M,108877.24,,30
439531501,Melissa,J,Mitchell,1981-02-16,1917 Lake Blvd,M,81614.93,,2
249078381,Karen,K,Moore,1986-03-03,2839 Washington Rd,F,58967.79,,6
620057604,Daniel,L,Scott,1989-07-15,5372 Pine Dr,F,68685.76,,1
106556957,Dorothy,C,Rodriguez,1973-06-24,5796 Pine Ave,M,111197.18,,40
188496207,Charles,T,Allen,1989-11-03,4628 Pine Ave,M,29275.33,,4
931469703,Linda,T,White,1959-06-23,6581 Lake Ave,F,59229.47,,10
225946154,Sarah,W,Sanchez,1979-07-23,7873 Maple Rd,F,88989.12,,40
441503774,Lisa,H,King,1956-03-15,4957 Elm Rd,F,111738.12,,44
767698175,Jessica,K,Hall,1960-11-16,2215 Main Dr,M,98747.37,,8
742881543,Anthony,A,Moore,1968-09-26,8107 Park Ct,F,144731.79,,17
519946090,David,D,Rodriguez,1989-07-16,1226 Washington Dr,M,133158.38,,21
931109347,Christopher,J,Campbell,1981-10-21,1562 Pine Ct,M,138746.26,,28
896893126,Donna,W,Roberts,1991-12-15,832 Washington St,F,59026.2,,7
490120758,Daniel,C,Jones,1966-12-25,7648 Cedar Ct,F,119209.03,,30
420180997,Barbara,N,Jones,1955-08-01,3664 Pine Ln,M,147299.27,,43
137320548,George,C,Garcia,1994-09-16,5464 Washington Ave,F,144896.19,,28
875750551,Dorothy,A,Brown,1960-06-20,4982 Elm Way,F,107317.37,,7
748315285,Linda,T,Miller,1970-04-04,7861 Oak Ct,F,27234.91,,9
376696166,Paul,J,Hall,1983-07-19,8023 Pine Ln,F,108607.31,,39
809111808,Carol,S,Flores,1959-06-01,6178 Lake Way,M,67192.78,,6
984640015,Stephanie,S,Perez,1995-12-19,5810 Park Blvd,M,129536.31,,5
710874601,Mark,M,Baker,1968-12-24,6198 Park Ln,M,50783.46,,36
488995663,Nancy,T,Smith,1994-10-25,6623 Elm Dr,M,84993.46,,4
418218082,Melissa,J,Scott,1962-03-08,847 Park Dr,F,25081.79,,11
203833652,Jennifer,M,Wright,1981-10-08,9170 Oak Way,F,145531.6,,45
101375634,Patricia,N,Lewis,1981-03-14,8178 Washington Ln,F,33185.71,,32
710004446,David,D,Brown,1978-04-21,3225 Washington Ln,M,56397.23,,43
366257851,Sarah,J,Mitchell,1966-12-21,4115 Pine Ct,M,25230.26,,40
280939576,James,T,Smith,1955-06-13,5117 Oak Ln,M,144242.52,,14
333754555,Patricia,W,Brown,1975-01-02,9671 Lincoln Blvd,M,126862.35,,1
868609437,Margaret,N,Sanchez,1961-04-24,4495 Lincoln Dr,M,122144.59,,24
200090276,Dorothy,L,Martinez,1957-03-08,8501 Lake Ct,F,137949.9,,48
922826944,Lisa,W,Garcia,1986-02-15,5239 Main Rd,M,28861.04,,38
180852074,Barbara,H,Baker,1980-09-12,1579 Washington St,F,92926.25,,1
483218107,Timothy,R,Scott,1965-01-24,1697 Lake St,F,45030.8,,12
326312174,Linda,M,Campbell,1964-01-08,7313 Lincoln Ave,M,84857.97,,4
124411864,Lisa,R,Baker,1989-07-18,6314 Pine Dr,F,65000.77,,19
233889899,Mary,M,Sanchez,1986-10-25,7496 Maple Way,F,100977.83,,25
161076482,Joshua,G,Hill,1995-02-23,2065 Elm Blvd,F,105331.3,,43
125431905,Donna,N,Walker,1992-01-10,2741 Main Ct,M,135076.5,,7
967553475,Kenneth,C,Garcia,1967-08-26,1709 Lincoln Ln,M,122370.55,,49
846456758,Amanda,A,Martin,1981-11-04,8624 Cedar Blvd,F,127984.85,,8
133447745,Patricia,S,Sanchez,1982-11-04,8132 Lincoln Ave,M,75769.62,,1
289125842,Michael,C,Jackson,1956-09-22,6568 Park Blvd,F,131779.7,,38
692213965,Karen,D,Brown,1965-06-25,6482 Main Ln,F,81992.04,,10
505592654,Andrew,N,Lee,1991-02-26,8101 Elm Dr,F,84575.08,,50
250337960,Timothy,D,Nguyen,1979-06-14,5252 Main Dr,F,103800.67,,17
223682075,Patricia,B,Torres,1972-04-03,8818 Elm Rd,M,134738.04,,46
911194689,Linda,B,Hernandez,1984-07-16,5037 Lincoln Dr,F,108856.29,,26
534222401,Brian,H,Martin,1992-06-16,9168 Park Ln,F,129730.52,,1
963949678,Barbara,K,Williams,1973-12-03,5774 Lincoln Rd,F,26419.6,,1
418818117,Richard,W,Thomas,1979-05-22,947 Cedar Ave,M,101566.94,,42
515364404,Andrew,P,White,1989-11-06,7817 Elm St,M,21793.15,,15
573827182,Ashley,A,Ramirez,1967-12-05,5045 Main Rd,M,105096.44,,18
819532005,Brian,T,Garcia,1982-09-12,398 Maple Rd,M,48535.08,,1
944552318,Brian,T,Clark,1962-07-05,2528 Lake Ave,M,93148.89,,8
956950131,Patricia,T,Brown,1987-06-01,9368 Washington St,F,122717.88,,33
473302105,Christopher,R,Moore,1993-09-06,1228 Park Blvd,F,58437.45,,18
454608877,Michael,A,Robinson,1980-12-27,2375 Oak Ave,F,143638.05,,50
701786256,Steven,C,White,1985-10-08,7455 Washington Dr,M,140343.2,,17
854271682,Sarah,W,Wilson,1975-09-10,4470 Washington Ave,F,114222.19,,31
610315526,Sandra,G,Thompson,1959-11-27,5045 Park Rd,F,106249.37,,22
778143400,Daniel,A,Perez,1979-07-04,8495 Washington Dr,M,44718.68,,42
516023480,Michael,G,Gonzalez,1991-12-24,4992 Pine Rd,F,80291.37,,43
234031298,Jennifer,B,Williams,1979-06-28,1165 Main St,F,27122.55,,41
813307041,George,A,Nguyen,1972-05-24,7408 Lincoln Blvd,F,100213.13,,15
710045960,Donald,M,Davis,1992-08-23,1411 Main Rd,F,87203.44,,35
488913367,Nancy,G,Baker,1971-05-20,479 Main Ave,F,75553.02,,33
274597751,Lisa,S,Jackson,1959-05-01,7536 Oak Dr,F,127311.18,,9
925310631,Mark,K,Green,1966-02-05,3423 Oak Rd,M,79623.55,,33
301698698,Sandra,P,Wilson,1983-08-28,9249 Oak Ln,M,95076.1,,10
625288882,Jessica,S,Robinson,1972-01-24,7114 Pine Dr,F,76452.33,,16
971354190,Kimberly,D,Harris,1974-08-02,9900 Oak St,F,119724.85,,17
572598556,Robert,F,Brown,1976-04-22,9863 Lincoln Ct,M,47850.84,,47
389659515,Michael,E,Garcia,1966-07-15,9225 Park Way,M,23414.05,,24
188498371,Betty,F,Brown,1980-11-10,3936 Washington Ave,M,20141.22,,32
751437877,Mark,P,Davis,1984-09-23,1913 Maple Way,M,90332.31,,21
904379808,Jessica,S,Anderson,1988-10-26,9154 Lincoln Ct,F,122948.94,,22
209331091,Donna,M,Adams,1968-01-12,6447 Cedar Ave,F,119743.04,,14
824802127,Dorothy,W,Baker,1989-10-16,7897 Park Blvd,M,70880.03,,33
709431623,John,E,Martinez,1976-10-21,9979 Lake Way,F,46546.6,,27
651344082,Donna,B,Walker,1962-05-02,1185 Cedar St,M,121708.21,,40
178354184,Brian,B,Hernandez,1983-07-16,7709 Pine Ln,M,29377.47,,1
623279634,Kevin,B,Thompson,1961-02-11,7910 Lake Rd,M,50569.81,,33
777534218,Nancy,D,Flores,1962-01-23,2372 Pine Ave,M,31921.5,,7
686928797,Mary,B,Ramirez,1962-07-15,5253 Washington Ct,F,24677.55,,13
870753896,Joseph,K,Hernandez,1978-06-14,3632 Park Dr,M,24689.75,,3
406949571,Michael,R,Wright,1971-03-19,1101 Main Blvd,M,122605.99,,21
582611535,Joseph,E,Williams,1962-12-24,3445 Maple Rd,F,40010.83,,6
351491330,Deborah,B,Campbell,1966-04-27,3525 Pine Blvd,F,79911.17,,44
503346325,Jennifer,W,Rodriguez,1977-02-06,8902 Washington Blvd,M,128526.81,,50
626809313,Barbara,S,Hall,1969-07-15,7326 Cedar Way,M,117097.01,,10
465555552,Jessica,T,Allen,1975-05-23,7538 Main Ave,M,48442.03,,25
783712200,Linda,T,Martin,1988-02-25,9904 Lincoln Dr,F,58846.89,,9
679677338,David,W,Martin,1962-01-13,8282 Main Ct,F,40286.92,,49
196201527,Linda,P,Ramirez,1978-06-07,5354 Maple St,F,42003.18,,24
517225705,George,L,Robinson,1980-10-25,2807 Lincoln Ct,F,123350.41,,44
717301394,James,J,Lopez,1981-09-04,9252 Elm Rd,F,143112.01,,34
116936434,Melissa,R,Taylor,1992-03-13,9895 Lake Way,F,133045.4,,44
296250221,George,A,Hill,1957-09-11,5417 Elm St,F,101762.73,,21
916513883,Sandra,K,Miller,1983-06-21,8924 Main Dr,M,119170.84,,15
128636900,Anthony,B,Sanchez,1987-06-08,6426 Elm Ln,M,20845.63,,1
394792954,Mark,P,Taylor,1992-01-16,8840 Maple Ave,F,90946.85,,32
124363495,Charles,P,Baker,1989-03-16,5780 Washington Ct,M,57897.18,,6
562482630,Betty,G,Mitchell,1960-04-13,1868 Cedar Ct,M,54490.21,,45
117863798,Betty,L,Baker,1962-07-19,5140 Oak Ct,F,49012.12,,1
855663125,Betty,C,Torres,1962-01-27,9072 Park Dr,M,41389.83,,35
784159813,Richard,P,Martin,1965-04-12,7545 Oak St,F,31334.69,,41
740122235,Thomas,S,Johnson,1968-02-18,189 Maple Dr,M,98905.15,,12
212211964,William,F,Williams,1962-10-24,622 Lincoln Blvd,F,106023.3,,35
821676366,George,L,Lopez,1969-02-05,848 Main Ave,M,65756.47,,3
644633854,Donna,F,Perez,1975-04-20,4570 Washington St,F,115962.63,,10
690975123,Nancy,M,Hall,1984-05-10,4218 Pine Ave,M,75244.52,,1
526081956,Amanda,S,Moore,1961-04-01,8055 Maple Dr,F,120382.13,,43
774585778,Michael,L,Rodriguez,1957-06-18,5646 Main Ct,F,38952.08,,1
887495483,Deborah,M,King,1993-03-19,8792 Park St,F,90129.44,,46
619595468,Michelle,W,Smith,1965-09-24,4269 Elm Dr,M,89674.04,,35
919835561,Karen,T,Robinson,1972-06-25,5844 Elm Dr,F,89892.88,,31
819118723,Donna,K,Nguyen,1991-02-20,7408 Oak Ave,F,41468.55,,29
124753602,Anthony,H,Thompson,1975-12-08,7804 Pine St,F,146756.69,,38
509064426,Mary,S,Ramirez,1983-07-03,7265 Cedar Ln,M,54985.81,,18
479947133,William,S,King,1995-08-16,3047 Lake Dr,F,147303.5,,2
185335495,Robert,H,Garcia,1965-10-02,1485 Cedar Ct,M,145081.62,,29
134825449,James,G,Martin,1985-02-08,1852 Lincoln Ave,F,119050.59,,37
714457408,Stephanie,G,Anderson,1969-11-07,4508 Washington St,M,81632.64,,10
786063606,Robert,T,Gonzalez,1995-03-25,1648 Lake Blvd,F,133417.61,,45
931899691,Lisa,S,Scott,1961-03-21,1443 Cedar Blvd,M,54220.5,,42
206389694,Melissa,L,Martinez,1963-01-10,7840 Main Ct,F,38460.45,,1
265744099,Robert,S,Taylor,1976-10-23,6612 Elm Ln,F,126331.21,,1
118660989,Donald,M,Martin,1978-03-27,7340 Lake Ln,M,112286.33,,3
726238846,Lisa,E,Nguyen,1955-05-12,8432 Park Way,F,100399.8,,12
488118171,Timothy,F,Hernandez,1975-01-04,3209 Lake Rd,F,118380.18,,36
561680490,Mary,T,Hall,1978-11-18,1842 Washington Ct,M,56257.29,,37
551906293,Joshua,W,Mitchell,1975-08-23,548 Oak Blvd,F,122832.51,,10
674563494,William,F,Carter,1962-08-12,8651 Park Dr,F,146427.49,,25
734629857,Matthew,M,Roberts,1973-06-02,561 Lake St,M,128801.44,,24
493731040,Matthew,K,Carter,1963-04-28,543 Cedar Ave,M,23333.92,,32
244104747,Joshua,W,Wilson,1992-06-09,2205 Lake Way,M,91480.32,,18
996510519,Sarah,M,Martinez,1961-02-03,8171 Lake St,M,130241.38,,25
873368624,Linda,S,Baker,1985-08-07,9779 Main Way,M,51677.14,,10
366107754,Sandra,W,Martin,1961-01-03,3210 Main Blvd,M,137008.96,,47
659568869,Kevin,G,Walker,1979-11-10,5393 Main St,M,52930.66,,42
320959407,Karen,C,Torres,1961-09-06,6093 Maple Dr,F,34814.15,,44
872529595,Susan,M,Adams,1992-05-15,5667 Oak Ct,F,25697.37,,33
142463863,Robert,G,Carter,1992-12-22,9256 Pine Ct,M,133031.6,,23
815925186,Paul,W,Thomas,1994-10-24,7861 Cedar Ave,F,74079.23,,17
497250289,Robert,F,Rodriguez,1994-05-22,6549 Main Ave,M,145004.76,,22
611544570,Christopher,H,Roberts,1970-02-06,6392 Washington Ave,M,99547.47,,9
350302083,Joshua,A,Robinson,1979-08-26,7114 Lake Ave,F,104619.79,,45
474569525,Nancy,N,Nguyen,1981-05-10,3222 Oak Ln,M,76349.75,,31
400491536,Mark,E,Williams,1994-10-20,4126 Cedar Ct,F,134761.21,,32
205444031,Richard,S,Perez,1977-03-22,3942 Elm Rd,M,137015.42,,22
178172865,Jessica,A,Scott,1985-07-04,2487 Pine Ln,F,147461.63,,50
183686071,William,H,King,1983-01-01,5729 Elm Way,M,82101.03,,16
176496452,Lisa,L,Wright,1983-01-05,575 Lincoln St,M,69867.95,,7
717221214,Susan,A,Sanchez,1972-05-21,1540 Elm Ave,F,120634.31,,36
575466049,Donna,M,White,1973-07-27,2925 Pine Rd,F,129405.24,,10
883864035,Kevin,K,Perez,1984-11-19,8618 Park Rd,M,62632.72,,25
376049186,Karen,S,Roberts,1962-07-27,1543 Lake Blvd,F,46284.0,,21
827964236,Charles,W,Robinson,1982-10-24,9411 Park Rd,M,144839.65,,31
687368866,James,W,White,1977-08-28,8300 Oak St,M,104673.14,,44
864299201,Melissa,F,White,1987-04-04,3392 Main Dr,F,20788.52,,1
323455020,Karen,B,Gonzalez,1962-03-22,7872 Lincoln Blvd,M,107118.54,,4
100905503,Melissa,W,Thompson,1962-05-28,610 Pine Way,F,101277.86,,47
610767573,Ashley,P,Wright,1983-03-28,9983 Oak Rd,F,81033.31,,18
798245804,William,D,Torres,1986-01-12,4796 Washington Way,M,77307.6,,34
523827368,George,H,Martinez,1961-02-04,9928 Lincoln Ct,M,90769.13,,40
259261469,Jennifer,H,Thompson,1980-09-02,4996 Cedar Blvd,M,143772.56,,30
897945277,Mary,J,Baker,1977-04-03,5067 Pine Dr,F,145748.55,,4
133937268,David,G,Walker,1972-02-14,8112 Park Ct,M,62235.4,,50
649283044,Kenneth,R,Ramirez,1962-02-05,4400 Lake Ave,M,67640.39,,44
871443460,Joseph,G,Baker,1964-12-06,8318 Park Ln,F,122095.74,,23
135003475,Kevin,E,Harris,1960-02-08,9363 Park Way,M,130187.36,,35
897163846,Emily,E,Moore,1973-10-07,5717 Pine Rd,F,70090.45,,1
554646119,Mark,S,Campbell,1981-03-05,8386 Main Ct,F,36820.07,,47
422423469,Brian,R,Gonzalez,1971-05-28,9980 Pine St,F,50077.84,,34
413907843,Melissa,C,Thompson,1993-08-01,9771 Washington Blvd,F,130662.87,,14
814384353,Donna,B,Miller,1968-09-26,218 Washington Rd,F,81520.13,,23
202423196,Emily,F,Wilson,1986-10-08,1474 Main Way,F,88042.74,,38
719459743,Deborah,A,Martin,1958-10-18,3210 Washington Way,F,120266.52,,45
984379899,Michelle,J,King,1957-12-03,5079 Elm Dr,M,33159.27,,16
497446283,Melissa,H,Baker,1993-07-23,7600 Main Ct,F,123800.96,,34
394042584,Dorothy,R,Anderson,1965-05-09,1838 Pine Rd,M,32476.88,,37
855162274,Dorothy,N,Wright,1960-11-21,1370 Park St,F,107391.97,,24
620787752,Donald,J,Thomas,1969-03-25,5380 Washington Blvd,M,115805.84,,34
848321488,Emily,H,Rivera,1973-02-11,5615 Lake Ave,M,29587.83,,24
862588517,Stephanie,R,Walker,1969-04-05,4327 Maple Way,M,110949.9,,44
